Grid,Difficulty,Story,Clues,Table,Options,Puzzle
3x5,Easy,"A new group of artists is set to showcase their work in a contemporary art exhibit this month in downtown Maplewood. Each artist uses a unique promotional strategy to attract visitors. Match each artist to their style, promotional method, and opening date. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.","1. The artist promoting through social media isn't the one who specializes in abstract art.  
2. The painter whose exhibit opens after the sculptor's but before the photographer's is named Clara.  
3. The modern art exhibition will open 2 days after the event featuring mixed-media works.  
4. The photography showcase will open 1 day before the one that uses a live performance as promotion.  
5. The exhibit on June 6th is promoted through an online auction.  
6. The exhibit on June 9th is either the modern art show or the one promoted by a local influencer.  
7. The photography showcase is either on June 6th or June 12th.",,,"Story:
A new group of artists is set to showcase their work in a contemporary art exhibit this month in downtown Maplewood. Each artist uses a unique promotional strategy to attract visitors. Match each artist to their style, promotional method, and opening date. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  

Clues:  
1. The artist promoting through social media isn't the one who specializes in abstract art.  
2. The painter whose exhibit opens after the sculptor's but before the photographer's is named Clara.  
3. The modern art exhibition will open 2 days after the event featuring mixed-media works.  
4. The photography showcase will open 1 day before the one that uses a live performance as promotion.  
5. The exhibit on June 6th is promoted through an online auction.  
6. The exhibit on June 9th is either the modern art show or the one promoted by a local influencer.  
7. The photography showcase is either on June 6th or June 12th.  

Solve the grid puzzle by filling the table:  
+-----------------+--------------+----------+
| Opening Dates   | Art Styles   | Promotional Methods |
+=================+==============+=====================+
| June 4th        |              |                     |
+-----------------+--------------+----------+
| June 7th        |              |                     |
+-----------------+--------------+----------+
| June 9th        |              |                     |
+-----------------+--------------+----------+
| June 12th       |              |                     |
+-----------------+--------------+----------+
| June 15th       |              |                     |
+-----------------+--------------+----------+

Use the clues to fill the table with the following categories:  
Art Styles: Abstract Art, Mixed-Media Works, Modern Art, Photography, Sculpture  
Promotional Methods: Online Auction, Live Performance, Local Influencer, Social Media, Press Release  
Try changing the wording, the problem setting, etc. Remember to output strictly the problem statement and nothing else."
3x5,Easy,"The race for a new understanding of particle physics is on, and several new particle accelerators are scheduled to be built over the next ten years.  Match each new accelerator to its location and head scientist, and determine the year each is scheduled to go on-line. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The Lectra 4C will go online 1 year before the Tevatron LHC.
2.The accelerator scheduled to go online in 2018 is either the Lectra 4C or the project headed by Dr. Ramos.
3.The Tevatron LHC is headed by Dr. York.
4.The ISON-X42 will go online 1 year after the Tevatron LHC.
5.The project headed by Dr. Huff will go online sometime before the project headed by Dr. York.
6.The project headed by Dr. Jennings will go online sometime before the Zynga Complex.
7.The Tevatron LHC will go online 3 years before the project headed by Dr. Golden.","+---------+---------+--------------+
|   Years | Names   | Scientists   |
+=========+=========+==============+
|    2016 |         |              |
+---------+---------+--------------+
|    2017 |         |              |
+---------+---------+--------------+
|    2018 |         |              |
+---------+---------+--------------+
|    2019 |         |              |
+---------+---------+--------------+
|    2020 |         |              |
+---------+---------+--------------+","Names: Egert Facility, ISON-X42, Lectra 4C, Tevatron LHC, Zynga Complex
Scientists: Dr. Golden, Dr. Huff, Dr. Jennings, Dr. Ramos, Dr. York","
Story:
The race for a new understanding of particle physics is on, and several new particle accelerators are scheduled to be built over the next ten years.  Match each new accelerator to its location and head scientist, and determine the year each is scheduled to go on-line. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The Lectra 4C will go online 1 year before the Tevatron LHC.
2.The accelerator scheduled to go online in 2018 is either the Lectra 4C or the project headed by Dr. Ramos.
3.The Tevatron LHC is headed by Dr. York.
4.The ISON-X42 will go online 1 year after the Tevatron LHC.
5.The project headed by Dr. Huff will go online sometime before the project headed by Dr. York.
6.The project headed by Dr. Jennings will go online sometime before the Zynga Complex.
7.The Tevatron LHC will go online 3 years before the project headed by Dr. Golden.

Solve the grid puzzle by filling the table:
+---------+---------+--------------+
|   Years | Names   | Scientists   |
+=========+=========+==============+
|    2016 |         |              |
+---------+---------+--------------+
|    2017 |         |              |
+---------+---------+--------------+
|    2018 |         |              |
+---------+---------+--------------+
|    2019 |         |              |
+---------+---------+--------------+
|    2020 |         |              |
+---------+---------+--------------+

Use the clues to fill the table with the following categories:
Names: Egert Facility, ISON-X42, Lectra 4C, Tevatron LHC, Zynga Complex
Scientists: Dr. Golden, Dr. Huff, Dr. Jennings, Dr. Ramos, Dr. York"
3x5,Easy,"Story:
The competition for a breakthrough in quantum computing is intensifying, with several new research centers planned to open over the next five years. Match each new center to its location and lead researcher, and determine the year each is scheduled to launch. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The Quantum Nexus will launch 2 years before the Qubit Core.
2.The center scheduled to open in 2023 is either the Quantum Nexus or the facility led by Dr. Patel.
3.The Qubit Core is led by Dr. Lee.
4.The Entanglement Lab will launch 1 year after the Qubit Core.
5.The facility led by Dr. Chen will launch sometime before the one led by Dr. Lee.
6.The center led by Dr. Kim will open sometime before the Quantum Grid.
7.The Qubit Core will open 3 years before the facility led by Dr. Zhou.",,,"Story:
Story:
The competition for a breakthrough in quantum computing is intensifying, with several new research centers planned to open over the next five years. Match each new center to its location and lead researcher, and determine the year each is scheduled to launch. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The Quantum Nexus will launch 2 years before the Qubit Core.
2.The center scheduled to open in 2023 is either the Quantum Nexus or the facility led by Dr. Patel.
3.The Qubit Core is led by Dr. Lee.
4.The Entanglement Lab will launch 1 year after the Qubit Core.
5.The facility led by Dr. Chen will launch sometime before the one led by Dr. Lee.
6.The center led by Dr. Kim will open sometime before the Quantum Grid.
7.The Qubit Core will open 3 years before the facility led by Dr. Zhou.

Solve the grid puzzle by filling the table:
+---------+---------+--------------+
|   Years | Names   | Scientists   |
+=========+=========+==============+
|    2021 |         |              |
+---------+---------+--------------+
|    2022 |         |              |
+---------+---------+--------------+
|    2023 |         |              |
+---------+---------+--------------+
|    2024 |         |              |
+---------+---------+--------------+
|    2025 |         |              |
+---------+---------+--------------+

Use the clues to fill the table with the following categories:
Names: Quantum Grid, Entanglement Lab, Quantum Nexus, Qubit Core, Quantum Core
Scientists: Dr. Chen, Dr. Kim, Dr. Lee, Dr. Patel, Dr. Zhou"
3x5,Easy,"Now that it is summer and prime scuba diving season, John at Palamedes Dive Company is trying to get a handle on their dive schedule.  Using only the clues that follow, match each customer to their guide, dive date and location. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The customer going out on July 16 will go out with Vicki.
2.The diver going out on July 13 is either the diver going out with Ted or the diver going out with Peter.
3.Mr. Gallegos will dive 1 day after Mr. Erickson.
4.The diver going out with Peter will dive sometime after Mrs. Blake.
5.Mr. Ayers won't go out with Peter.
6.Ms. Chang will dive 1 day after Mrs. Blake.
7.Mr. Gallegos will go out with Vicki.
8.The customer going out with Rachael will dive 1 day after Mrs. Blake.","+---------+-------------+----------+
| Dates   | Customers   | Guides   |
+=========+=============+==========+
| July 13 |             |          |
+---------+-------------+----------+
| July 14 |             |          |
+---------+-------------+----------+
| July 15 |             |          |
+---------+-------------+----------+
| July 16 |             |          |
+---------+-------------+----------+
| July 17 |             |          |
+---------+-------------+----------+","Customers: Mr. Ayers, Mrs. Blake, Ms. Chang, Mr. Erickson, Mr. Gallegos
Guides: Ora, Peter, Rachael, Ted, Vicki","
Story:
Now that it is summer and prime scuba diving season, John at Palamedes Dive Company is trying to get a handle on their dive schedule.  Using only the clues that follow, match each customer to their guide, dive date and location. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The customer going out on July 16 will go out with Vicki.
2.The diver going out on July 13 is either the diver going out with Ted or the diver going out with Peter.
3.Mr. Gallegos will dive 1 day after Mr. Erickson.
4.The diver going out with Peter will dive sometime after Mrs. Blake.
5.Mr. Ayers won't go out with Peter.
6.Ms. Chang will dive 1 day after Mrs. Blake.
7.Mr. Gallegos will go out with Vicki.
8.The customer going out with Rachael will dive 1 day after Mrs. Blake.

Solve the grid puzzle by filling the table:
+---------+-------------+----------+
| Dates   | Customers   | Guides   |
+=========+=============+==========+
| July 13 |             |          |
+---------+-------------+----------+
| July 14 |             |          |
+---------+-------------+----------+
| July 15 |             |          |
+---------+-------------+----------+
| July 16 |             |          |
+---------+-------------+----------+
| July 17 |             |          |
+---------+-------------+----------+

Use the clues to fill the table with the following categories:
Customers: Mr. Ayers, Mrs. Blake, Ms. Chang, Mr. Erickson, Mr. Gallegos
Guides: Ora, Peter, Rachael, Ted, Vicki"
3x5,Easy,"During the busy holiday season, Sarah at Seabrook Adventure Tours is organizing their kayaking trips. Using only the clues that follow, match each customer to their guide, trip date and location. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.","1.The customer going out on November 5 will go out with Lena.  
2.The kayaker going out on November 3 is either the one going out with Mark or the one going out with Sam.  
3.Ms. Delaney will kayak 1 day after Ms. Carter.  
4.The kayaker going out with Sam will kayak sometime after Mr. Foster.  
5.Mr. Hill won't go out with Mark.  
6.Ms. Rivera will kayak 1 day after Mr. Foster.  
7.Ms. Delaney will go out with Lena.  
8.The customer going out with Olivia will kayak 1 day after Ms. Carter.",,,"Story:
During the busy holiday season, Sarah at Seabrook Adventure Tours is organizing their kayaking trips. Using only the clues that follow, match each customer to their guide, trip date and location. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  

Clues:  
1.The customer going out on November 5 will go out with Lena.  
2.The kayaker going out on November 3 is either the one going out with Mark or the one going out with Sam.  
3.Ms. Delaney will kayak 1 day after Ms. Carter.  
4.The kayaker going out with Sam will kayak sometime after Mr. Foster.  
5.Mr. Hill won't go out with Mark.  
6.Ms. Rivera will kayak 1 day after Mr. Foster.  
7.Ms. Delaney will go out with Lena.  
8.The customer going out with Olivia will kayak 1 day after Ms. Carter.  

Solve the grid puzzle by filling the table:  
+---------+-------------+----------+  
| Dates   | Customers   | Guides   |  
+=========+=============+==========+  
| November 3 |             |          |  
+---------+-------------+----------+  
| November 4 |             |          |  
+---------+-------------+----------+  
| November 5 |             |          |  
+---------+-------------+----------+  
| November 6 |             |          |  
+---------+-------------+----------+  
| November 7 |             |          |  
+---------+-------------+----------+  

Use the clues to fill the table with the following categories:  
Customers: Mr. Hill, Mrs. Foster, Ms. Carter, Ms. Delaney, Ms. Rivera  
Guides: Olivia, Mark, Sam, Lena, Ted"
3x5,Easy,"Odysseus Exploration Company has been focused on salvaging a number of known pirate wrecks from the Celtic Sea.  Using only the clues below, match each of the ships they're investigating to the year it sank and its final captain, and determine its country of origin. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The ship captained by Four Eyed Fin sank 54 years after the Dagger.
2.The vessel that sank in 1767 was captained by Red Beard Ben.
3.The ship that sank in 1713 was captained by Crazy Kate.
4.The Barnacle sank 18 years after the Doubloon.
5.The ship captained by Wicked Weiss sank 36 years after the Mermaid.
6.The Barnacle was either the boat that sank in 1785 or the vessel captained by Crazy Kate.","+---------+---------+-----------+
|   Years | Ships   | Pirates   |
+=========+=========+===========+
|    1713 |         |           |
+---------+---------+-----------+
|    1731 |         |           |
+---------+---------+-----------+
|    1749 |         |           |
+---------+---------+-----------+
|    1767 |         |           |
+---------+---------+-----------+
|    1785 |         |           |
+---------+---------+-----------+","Ships: Barnacle, Crusty Knave, Dagger, Doubloon, Mermaid
Pirates: Crazy Kate, Four Eyed Fin, Red Beard Ben, Stubborn Seth, Wicked Weiss","
Story:
Odysseus Exploration Company has been focused on salvaging a number of known pirate wrecks from the Celtic Sea.  Using only the clues below, match each of the ships they're investigating to the year it sank and its final captain, and determine its country of origin. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The ship captained by Four Eyed Fin sank 54 years after the Dagger.
2.The vessel that sank in 1767 was captained by Red Beard Ben.
3.The ship that sank in 1713 was captained by Crazy Kate.
4.The Barnacle sank 18 years after the Doubloon.
5.The ship captained by Wicked Weiss sank 36 years after the Mermaid.
6.The Barnacle was either the boat that sank in 1785 or the vessel captained by Crazy Kate.

Solve the grid puzzle by filling the table:
+---------+---------+-----------+
|   Years | Ships   | Pirates   |
+=========+=========+===========+
|    1713 |         |           |
+---------+---------+-----------+
|    1731 |         |           |
+---------+---------+-----------+
|    1749 |         |           |
+---------+---------+-----------+
|    1767 |         |           |
+---------+---------+-----------+
|    1785 |         |           |
+---------+---------+-----------+

Use the clues to fill the table with the following categories:
Ships: Barnacle, Crusty Knave, Dagger, Doubloon, Mermaid
Pirates: Crazy Kate, Four Eyed Fin, Red Beard Ben, Stubborn Seth, Wicked Weiss"
3x5,Easy,"A group of treasure hunters is investigating several sunken ships in the Mediterranean Sea. Using only the clues below, match each ship to the year it sank, its final captain, and determine its country of origin. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.","1.The ship captained by Iron Hook sank 42 years after the Starboard.  
2.The vessel that sank in 1698 was captained by Black Bart.  
3.The ship that sank in 1657 was captained by Captain Jack.  
4.The Mariner sank 20 years after the Compass.  
5.The ship captained by Silver Fang sank 30 years after the Anchor.  
6.The Mariner was either the boat that sank in 1719 or the vessel captained by Captain Jack.",,,"Story:
A group of treasure hunters is investigating several sunken ships in the Mediterranean Sea. Using only the clues below, match each ship to the year it sank, its final captain, and determine its country of origin. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  

Clues:  
1.The ship captained by Iron Hook sank 42 years after the Starboard.  
2.The vessel that sank in 1698 was captained by Black Bart.  
3.The ship that sank in 1657 was captained by Captain Jack.  
4.The Mariner sank 20 years after the Compass.  
5.The ship captained by Silver Fang sank 30 years after the Anchor.  
6.The Mariner was either the boat that sank in 1719 or the vessel captained by Captain Jack.  

Solve the grid puzzle by filling the table:  
+---------+---------+-----------+  
|   Years | Ships   | Pirates   |  
+=========+=========+===========+  
|    1657 |         |           |  
+---------+---------+-----------+  
|    1675 |         |           |  
+---------++-+--------+-----------+  
|    1693 |         |           |  
+---------+---------+-----------+  
|    1698 |         |           |  
+---------+---------+-----------+  
|    1719 |         |           |  
+---------+---------+-----------+  

Use the clues to fill the table with the following categories:  
Ships: Mariner, Compass, Anchor, Starboard, Cracked Shell  
Pirates: Captain Jack, Black Bart, Iron Hook, Red Rum, Silver Fang"
3x5,Easy,"Help Dustin figure out his book store's ""Best-Sellers List"" by matching each book to its author, and determining its page-count and number of copies sold last week. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Zoey Stout's book sold 7 fewer copies than Zara's Game.
2.Dessert Oasis sold 33 copies.
3.Away in Arles was written by Zoey Stout.
4.The book that sold 40 copies is either Away in Arles or Alexis Olson's book.
5.Roscoe Jones's book sold 14 more copies than Call of Duty.
6.Call of Duty is either Matt Stevens's book or the book that sold 33 copies.","+---------------+--------+-----------+
|   Copies Sold | Book   | Authors   |
+===============+========+===========+
|            12 |        |           |
+---------------+--------+-----------+
|            19 |        |           |
+---------------+--------+-----------+
|            26 |        |           |
+---------------+--------+-----------+
|            33 |        |           |
+---------------+--------+-----------+
|            40 |        |           |
+---------------+--------+-----------+","Book: Away in Arles, Call of Duty, Dessert Oasis, Wendalissa, Zara\'s Game
Authors: Alexis Olson, Daniel Hansen, Matt Stevens, Roscoe Jones, Zoey Stout","
Story:
Help Dustin figure out his book store's ""Best-Sellers List"" by matching each book to its author, and determining its page-count and number of copies sold last week. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Zoey Stout's book sold 7 fewer copies than Zara's Game.
2.Dessert Oasis sold 33 copies.
3.Away in Arles was written by Zoey Stout.
4.The book that sold 40 copies is either Away in Arles or Alexis Olson's book.
5.Roscoe Jones's book sold 14 more copies than Call of Duty.
6.Call of Duty is either Matt Stevens's book or the book that sold 33 copies.

Solve the grid puzzle by filling the table:
+---------------+--------+-----------+
|   Copies Sold | Book   | Authors   |
+===============+========+===========+
|            12 |        |           |
+---------------+--------+-----------+
|            19 |        |           |
+---------------+--------+-----------+
|            26 |        |           |
+---------------+--------+-----------+
|            33 |        |           |
+---------------+--------+-----------+
|            40 |        |           |
+---------------+--------+-----------+

Use the clues to fill the table with the following categories:
Book: Away in Arles, Call of Duty, Dessert Oasis, Wendalissa, Zara\'s Game
Authors: Alexis Olson, Daniel Hansen, Matt Stevens, Roscoe Jones, Zoey Stout"
3x5,Easy,"Help Emily determine her music store's ""Top Tracks List"" by matching each track to its artist, determining its play count and number of downloads last week. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1. The track by Jordan Lee had 2 more downloads than the one by Taylor Swift.
2. The song ""Midnight Rendezvous"" sold 45 copies.
3. ""Echoes of Tomorrow"" was performed by Jordan Lee.
4. The track that had 60 plays is either ""Echoes of Tomorrow"" or the one by Alex Morgan.
5. The track by Sam Carter had 17 fewer downloads than ""Rock Bottom"".
6. ""Rock Bottom"" is either by Sam Carter or the track that sold 45 copies.",,,"Story:
Help Emily determine her music store's ""Top Tracks List"" by matching each track to its artist, determining its play count and number of downloads last week. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1. The track by Jordan Lee had 2 more downloads than the one by Taylor Swift.
2. The song ""Midnight Rendezvous"" sold 45 copies.
3. ""Echoes of Tomorrow"" was performed by Jordan Lee.
4. The track that had 60 plays is either ""Echoes of Tomorrow"" or the one by Alex Morgan.
5. The track by Sam Carter had 17 fewer downloads than ""Rock Bottom"".
6. ""Rock Bottom"" is either by Sam Carter or the track that sold 45 copies.

Solve the grid puzzle by filling the table:
+-----------------+--------+-----------+
|     Downloads   | Track    | Artists   |
+=================+========+===========+
|            18 |        |           |
+-----------------+--------+-----------+
|            23 |        |           |
+-----------------+--------+-----------+
|            34 |        |           |
+-----------------+--------+-----------+
|            45 |        |           |
+-----------------+--------+-----------+
|            60 |        |           |
+-----------------+--------+-----------+

Use the clues to fill the table with the following categories:
Track: ""Echoes of Tomorrow"", ""Rock Bottom"", ""Midnight Rendezvous"", ""Sunset Drive"", ""Journey's End""
Artists: Alex Morgan, Sam Carter, Taylor Swift, Jordan Lee, Daniel Park"
3x5,Easy,"Louis Perini has been studying the deepest parts of the world's oceans for decades, and has personally discovered a number of previously unknown deep sea creatures.  Using only the clues below, match each new animal he discovered to the depth, location and year in which it was found. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The lancetfish was found 3,000 feet lower down than the animal discovered in the Willis Trench.
2.The animal discovered in the Velma Deep was found 1,500 feet higher up than the anglerfish.
3.The specimen found at 16,500 ft was discovered in the Zini Trench.
4.The animal discovered in the Fallon Deep was found 3,000 feet lower down than the lanternfish.
5.The anglerfish was discovered in the Zini Trench.
6.The tube worm wasn't found at 15,000 ft.","+-----------+-----------+-------------+
| Depths    | Animals   | Locations   |
+===========+===========+=============+
| 15,000 ft |           |             |
+-----------+-----------+-------------+
| 16,500 ft |           |             |
+-----------+-----------+-------------+
| 18,000 ft |           |             |
+-----------+-----------+-------------+
| 19,500 ft |           |             |
+-----------+-----------+-------------+
| 21,000 ft |           |             |
+-----------+-----------+-------------+","Animals: anglerfish, daggertooth, lanternfish, lancetfish, tube worm
Locations: Fallon Deep, Tethys Trough, Velma Deep, Willis Trench, Zini Trench","
Story:
Louis Perini has been studying the deepest parts of the world's oceans for decades, and has personally discovered a number of previously unknown deep sea creatures.  Using only the clues below, match each new animal he discovered to the depth, location and year in which it was found. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The lancetfish was found 3,000 feet lower down than the animal discovered in the Willis Trench.
2.The animal discovered in the Velma Deep was found 1,500 feet higher up than the anglerfish.
3.The specimen found at 16,500 ft was discovered in the Zini Trench.
4.The animal discovered in the Fallon Deep was found 3,000 feet lower down than the lanternfish.
5.The anglerfish was discovered in the Zini Trench.
6.The tube worm wasn't found at 15,000 ft.

Solve the grid puzzle by filling the table:
+-----------+-----------+-------------+
| Depths    | Animals   | Locations   |
+===========+===========+=============+
| 15,000 ft |           |             |
+-----------+-----------+-------------+
| 16,500 ft |           |             |
+-----------+-----------+-------------+
| 18,000 ft |           |             |
+-----------+-----------+-------------+
| 19,500 ft |           |             |
+-----------+-----------+-------------+
| 21,000 ft |           |             |
+-----------+-----------+-------------+

Use the clues to fill the table with the following categories:
Animals: anglerfish, daggertooth, lanternfish, lancetfish, tube worm
Locations: Fallon Deep, Tethys Trough, Velma Deep, Willis Trench, Zini Trench"
3x5,Easy,"Dr. Elena Marquez has spent years exploring remote rainforests and has identified several new species of rare plants. Using the clues below, match each plant to its habitat, region, and year of discovery. Remember, no option in any category will be used more than once.","1.The orchid was found 200 miles farther north than the plant discovered in the Amazon Basin.  
2.The fern discovered in the Sierra Region was found 150 miles south of the cactus.  
3.The specimen found at 4,500 meters elevation was discovered in the Andes Mountains.  
4.The plant discovered in the Tropic Zone was found 300 miles farther south than the moss.  
5.The cactus was discovered in the Atacama Desert.  
6.The vine wasn't found at 3,800 meters elevation.",,,"Story:
Dr. Elena Marquez has spent years exploring remote rainforests and has identified several new species of rare plants. Using the clues below, match each plant to its habitat, region, and year of discovery. Remember, no option in any category will be used more than once.  

Clues:  
1.The orchid was found 200 miles farther north than the plant discovered in the Amazon Basin.  
2.The fern discovered in the Sierra Region was found 150 miles south of the cactus.  
3.The specimen found at 4,500 meters elevation was discovered in the Andes Mountains.  
4.The plant discovered in the Tropic Zone was found 300 miles farther south than the moss.  
5.The cactus was discovered in the Atacama Desert.  
6.The vine wasn't found at 3,800 meters elevation.  

Solve the grid puzzle by filling the table:  
+-----------+-----------+-------------+  
| Elevations | Plants    | Regions     |  
+===========+===========+=============+  
| 3,200 m   |           |             |  
+-----------+-----------+-------------+  
| 4,500 m   |           |             |  
+-----------+-----------+-------------+  
| 5,000 m   |           |             |  
+-----------+-----------+-------------+  
| 6,200 m   |           |             |  
+-----------+-----------+-------------+  
| 7,800 m   |           |             |  
+-----------+-----------+-------------+  

Use the clues to fill the table with the following categories:  
Plants: cactus, fern, moss, orchid, vine  
Regions: Amazon Basin, Atacama Desert, Sierra Region, Tropic Zone, Andes Mountains"
3x5,Easy,"Several members of the Florida Trail Association have decided to each hike a different trail segment today to check for storm damage.  Using only the clues that follow, match each hiker to their start- and end-points and determine the total distance hiked by each. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The person who trekked for 10 miles didn't start at Lake Jesup.
2.Sam walked 1 mile more than the hiker who started at Bull Creek.
3.The five hikers are Virgil, the hiker who started at Tosohatchee, the hiker who started at Bull Creek, the hiker who started at Lake Jesup and the person who started at Reedy Creek.
4.Meredith is either the hiker who started at Tosohatchee or the person who started at Bull Creek.
5.The hiker who trekked for 11 miles started at Bull Creek.
6.The person who started at Reedy Creek walked 3 more miles than Virgil.
7.Orlando is either the hiker who started at Bull Creek or the hiker who started at Reedy Creek.","+-------------+----------+----------------+
| Distances   | Hikers   | Start Points   |
+=============+==========+================+
| 8 miles     |          |                |
+-------------+----------+----------------+
| 9 miles     |          |                |
+-------------+----------+----------------+
| 10 miles    |          |                |
+-------------+----------+----------------+
| 11 miles    |          |                |
+-------------+----------+----------------+
| 12 miles    |          |                |
+-------------+----------+----------------+","Hikers: Meredith, Orlando, Pauline, Sam, Virgil
Start Points: Bull Creek, Green Swamp, Lake Jesup, Reedy Creek, Tosohatchee","
Story:
Several members of the Florida Trail Association have decided to each hike a different trail segment today to check for storm damage.  Using only the clues that follow, match each hiker to their start- and end-points and determine the total distance hiked by each. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The person who trekked for 10 miles didn't start at Lake Jesup.
2.Sam walked 1 mile more than the hiker who started at Bull Creek.
3.The five hikers are Virgil, the hiker who started at Tosohatchee, the hiker who started at Bull Creek, the hiker who started at Lake Jesup and the person who started at Reedy Creek.
4.Meredith is either the hiker who started at Tosohatchee or the person who started at Bull Creek.
5.The hiker who trekked for 11 miles started at Bull Creek.
6.The person who started at Reedy Creek walked 3 more miles than Virgil.
7.Orlando is either the hiker who started at Bull Creek or the hiker who started at Reedy Creek.

Solve the grid puzzle by filling the table:
+-------------+----------+----------------+
| Distances   | Hikers   | Start Points   |
+=============+==========+================+
| 8 miles     |          |                |
+-------------+----------+----------------+
| 9 miles     |          |                |
+-------------+----------+----------------+
| 10 miles    |          |                |
+-------------+----------+----------------+
| 11 miles    |          |                |
+-------------+----------+----------------+
| 12 miles    |          |                |
+-------------+----------+----------------+

Use the clues to fill the table with the following categories:
Hikers: Meredith, Orlando, Pauline, Sam, Virgil
Start Points: Bull Creek, Green Swamp, Lake Jesup, Reedy Creek, Tosohatchee"
